Symbol,現價,DPI,5D_DPI,Edge,防禦價,位階,戰術,板塊
LII,502.29,57.67,65.71,-33.7,450.0,逆轉,⏳ 觀望,工業
LINE,36.12,71.38,63.35,-39.43,30.0,逆轉,⏳ 觀望,Real Estate
LIVN,65.82,72.49,70.8,-39.07,57.5,反彈,⏳ 觀望,醫療
LKQ,31.19,61.44,45.37,-33.05,30.0,逆轉,⏳ 觀望,消費
LLYVK,93.85,85.46,66.28,-30.01,80.0,逆轉,⏳ 觀望,通訊
LLYX,15.28,64.15,48.32,-78.71,14.0,止跌回升,⏳ 觀望,指數基金
LMAT,114.69,63.54,80.97,-36.15,95.0,牛勢,⏳ 觀望,醫療
LMB,93.02,90.5,74.27,-55.08,75.0,牛勢,⏳ 觀望,工業
LMBS,50.02,63.6,50.06,-1.88,55.0,止跌回升,⏳ 觀望,指數基金
LMND,65.6,62.25,49.27,-79.79,60.0,牛勢,⏳ 觀望,金融
LNC,37.56,65.03,52.78,-33.12,30.0,逆轉,⏳ 觀望,金融
LNN,108.82,80.1,0.0,-28.11,100.0,逆轉,⏳ 觀望,工業
LNSR,5.17,60.16,0.0,-55.67,5.0,止跌回升,⏳ 觀望,醫療
LNT,72.44,63.55,67.39,-15.22,65.0,逆轉,⏳ 觀望,公用事業
LOGI,95.1,81.11,78.94,-31.58,100.0,逆轉,⏳ 觀望,科技
LOPE,165.38,63.73,64.34,-30.89,150.0,逆轉,⏳ 觀望,Consumer Defensive
LOW,242.51,58.15,63.03,-24.53,240.0,逆轉,⏳ 觀望,消費
LPX,76.54,77.81,42.04,-38.85,70.0,逆轉,⏳ 觀望,工業
LQD,109.29,70.94,56.3,-5.44,108.0,止跌回升,⏳ 觀望,指數基金
LRGF,68.43,81.95,90.54,-12.51,64.0,逆轉,⏳ 觀望,指數基金
LRN,97.86,68.27,59.34,-87.36,95.0,牛勢,⏳ 觀望,Consumer Defensive
LRNZ,44.86,64.52,0.0,-26.9,38.0,牛勢,⏳ 觀望,指數基金
LTBR,13.04,56.41,62.31,-102.45,12.5,牛勢,⏳ 觀望,工業
LTC,38.4,71.26,57.97,-17.55,35.0,逆轉,⏳ 觀望,Real Estate
LTM,49.05,60.45,58.01,-35.7,45.0,反彈,⏳ 觀望,工業
LUV,38.24,54.81,60.52,-42.76,35.0,反彈,⏳ 觀望,工業
LVHD,43.42,63.55,0.0,-9.56,35.0,止跌回升,⏳ 觀望,指數基金
LVHI,40.44,73.86,62.77,-8.82,38.68,反彈,⏳ 觀望,指數基金
LW,43.33,54.73,62.46,-45.82,40.0,逆轉,⏳ 觀望,Consumer Defensive
LXP,49.4,62.11,56.13,-22.61,45.0,逆轉,⏳ 觀望,Real Estate
LYTS,22.68,81.23,58.33,-38.32,5.0,牛勢,⏳ 觀望,科技
LYV,156.6,69.97,68.35,-30.1,110.0,逆轉,⏳ 觀望,通訊
LZB,35.92,62.92,57.01,-36.59,35.0,逆轉,⏳ 觀望,消費
M,20.02,60.51,60.9,-43.58,19.0,牛勢,⏳ 觀望,消費
MAGN,10.36,66.81,50.57,-62.37,7.5,逆轉,⏳ 觀望,防禦性消費
MAGX,56.63,88.5,83.04,-42.1,50.0,牛勢,⏳ 觀望,指數基金
MAMA,14.14,60.09,55.6,-48.03,12.5,止跌回升,⏳ 觀望,Consumer Defensive
MAN,29.96,65.17,49.88,-48.54,25.0,牛勢,⏳ 觀望,工業
MANH,138.07,64.85,63.29,-35.78,95.0,逆轉,⏳ 觀望,科技
MANU,17.22,61.44,55.63,-36.07,15.0,逆轉,⏳ 觀望,通訊
MAR,360.65,62.19,53.29,-25.86,362.5,逆轉,⏳ 觀望,消費
MARA,11.18,62.3,60.54,-77.86,8.0,牛勢,⏳ 觀望,金融
MARO,6.18,79.68,55.94,-61.73,11.0,牛勢,⏳ 觀望,指數基金
MAT,14.72,67.26,60.31,-45.08,14.0,反彈,⏳ 觀望,消費
MATW,28.3,66.56,0.0,-34.58,25.0,牛勢,⏳ 觀望,工業
MATX,176.64,68.85,63.56,-41.74,60.0,牛勢,⏳ 觀望,工業
MAZE,26.5,60.38,50.27,-93.89,25.0,反彈,⏳ 觀望,醫療
MBC,9.32,49.32,63.82,-49.77,10.0,牛勢,⏳ 觀望,消費
MBIN,48.98,66.81,88.26,-36.51,25.0,牛勢,⏳ 觀望,金融
MBWM,53.33,60.32,0.0,-25.3,45.0,反彈,⏳ 觀望,金融
MBX,32.0,70.97,51.1,-111.27,12.5,牛勢,⏳ 觀望,醫療
MC,70.27,80.11,74.42,-35.23,55.0,牛勢,⏳ 觀望,金融
MCB,87.98,48.45,68.28,-32.88,85.0,牛勢,⏳ 觀望,金融
MCFT,23.47,77.05,0.0,-39.64,15.0,牛勢,⏳ 觀望,消費
MCHI,57.13,81.1,45.12,-19.92,58.0,止跌回升,⏳ 觀望,指數基金
MCO,460.93,81.42,72.37,-26.01,400.0,逆轉,⏳ 觀望,金融
MCS,18.62,65.36,0.0,-33.47,12.5,牛勢,⏳ 觀望,通訊
MCW,7.08,64.49,46.49,-36.71,5.0,牛勢,⏳ 觀望,消費
MDGL,519.65,46.06,65.31,-43.78,470.0,牛勢,⏳ 觀望,醫療
MDIV,16.47,38.28,84.57,-6.62,14.0,止跌回升,⏳ 觀望,指數基金
MDST,0.0,90.0,0.0,-11.28,18.0,反彈,⏳ 觀望,指數基金
MDU,21.95,75.42,67.81,-21.94,15.0,逆轉,⏳ 觀望,公用事業
MDWD,16.57,69.28,0.0,-40.04,17.0,逆轉,⏳ 觀望,醫療
MDY,664.9,86.42,73.86,-15.74,655.0,逆轉,⏳ 觀望,指數基金
MDYG,103.74,83.08,83.08,-17.03,75.0,逆轉,⏳ 觀望,指數基金
MDYV,89.34,69.34,0.0,-15.57,77.0,逆轉,⏳ 觀望,指數基金
MEDP,421.32,73.7,58.43,-63.13,560.0,逆轉,⏳ 觀望,醫療
MEG,21.04,78.25,51.23,-54.37,20.0,止跌回升,⏳ 觀望,工業
MESO,15.36,63.61,67.75,-64.07,15.0,逆轉,⏳ 觀望,醫療
MET,77.69,69.33,59.86,-22.84,70.0,逆轉,⏳ 觀望,金融
MFG,8.29,54.14,62.56,-29.39,5.0,逆轉,⏳ 觀望,金融
MGA,62.28,75.91,79.12,-33.3,55.0,牛勢,⏳ 觀望,消費
MGC,261.73,69.86,72.4,-12.76,225.0,逆轉,⏳ 觀望,指數基金
MGV,149.48,70.45,47.38,-10.16,152.0,反彈,⏳ 觀望,指數基金
MGY,29.56,60.29,52.6,-30.08,17.5,牛勢,⏳ 觀望,能源
MHK,108.0,91.87,77.29,-35.06,95.0,逆轉,⏳ 觀望,消費
MHO,134.15,68.53,57.45,-33.57,110.0,逆轉,⏳ 觀望,消費
MIDD,142.73,68.98,61.9,-37.71,130.0,逆轉,⏳ 觀望,工業
MIR,19.27,60.7,52.95,-51.99,17.5,逆轉,⏳ 觀望,工業
MIRM,92.41,70.23,72.52,-41.69,90.0,逆轉,⏳ 觀望,醫療
MJ,28.56,60.12,39.38,-80.62,25.0,牛勢,⏳ 觀望,指數基金
MKTX,160.14,62.31,61.98,-26.22,155.0,止跌回升,⏳ 觀望,金融
MLI,136.55,63.07,60.82,-28.62,115.0,牛勢,⏳ 觀望,工業
MLKN,17.16,70.91,72.33,-47.31,15.0,牛勢,⏳ 觀望,消費
MLM,609.77,62.68,51.67,-23.76,630.0,逆轉,⏳ 觀望,Basic Materials
MLN,16.76,82.11,62.41,-4.34,9.0,止跌回升,⏳ 觀望,指數基金
MLPA,53.39,70.19,44.21,-11.99,48.0,反彈,⏳ 觀望,指數基金
MLPX,71.63,60.66,54.42,-14.13,69.0,逆轉,⏳ 觀望,指數基金
MMI,25.62,65.37,87.2,-30.21,25.0,逆轉,⏳ 觀望,Real Estate
MMSI,67.87,63.58,64.33,-27.77,80.0,止跌回升,⏳ 觀望,醫療
MMYT,47.22,69.07,78.33,-49.17,40.0,牛勢,⏳ 觀望,消費
MNDY,67.98,62.3,63.61,-63.03,60.0,牛勢,⏳ 觀望,科技
MNRO,17.51,87.47,73.35,-63.67,15.0,逆轉,⏳ 觀望,消費
MO,66.04,68.9,53.18,-20.79,67.5,逆轉,⏳ 觀望,Consumer Defensive
MOMO,6.18,57.99,67.58,-31.97,4.74,逆轉,⏳ 觀望,通訊
MORN,177.69,62.69,64.18,-29.58,160.0,牛勢,⏳ 觀望,金融
MPT,5.14,72.27,65.5,-36.38,4.0,逆轉,⏳ 觀望,Real Estate
MPWR,1581.73,70.1,60.39,-44.88,1060.0,牛勢,⏳ 觀望,科技
MQQQ,202.2,98.94,0.0,-32.4,80.0,牛勢,⏳ 觀望,指數基金
MSA,170.92,62.95,42.94,-22.93,160.0,反彈,⏳ 觀望,工業
MSDL,15.05,79.66,52.06,-20.19,13.0,逆轉,⏳ 觀望,金融
MSEX,53.43,71.1,73.92,-31.02,45.0,反彈,⏳ 觀望,公用事業
MSFX,19.74,63.09,45.79,-49.17,17.0,牛勢,⏳ 觀望,指數基金
MSGS,335.36,74.16,65.96,-27.96,290.0,牛勢,⏳ 觀望,通訊
MSM,104.3,67.27,66.42,-26.77,90.0,牛勢,⏳ 觀望,工業
MSTY,25.8,61.57,52.9,-57.77,23.0,牛勢,⏳ 觀望,指數基金
MTB,217.94,79.82,80.22,-21.93,200.0,逆轉,⏳ 觀望,金融
MTD,1274.11,66.35,0.0,-28.92,1300.0,反彈,⏳ 觀望,醫療
MTDR,61.18,83.71,78.38,-39.54,45.0,牛勢,⏳ 觀望,能源
MTG,29.04,69.82,57.45,-22.17,25.0,逆轉,⏳ 觀望,金融
MTN,120.49,76.79,70.86,-33.58,130.0,止跌回升,⏳ 觀望,消費
MTUM,280.63,60.54,56.26,-17.76,265.0,牛勢,⏳ 觀望,指數基金
MTUS,19.38,66.56,0.0,-43.24,12.5,牛勢,⏳ 觀望,Basic Materials
MTW,13.38,68.08,0.0,-47.38,10.0,牛勢,⏳ 觀望,工業
MUFG,17.45,46.07,61.22,-25.58,15.0,反彈,⏳ 觀望,金融
MUR,39.37,59.13,65.43,-46.28,37.5,牛勢,⏳ 觀望,能源
MUSA,517.32,70.33,57.18,-37.15,380.0,牛勢,⏳ 觀望,消費
MVO,2.58,61.11,37.79,-129.94,10.0,牛勢,⏳ 觀望,能源
MWA,28.34,68.58,63.85,-28.05,25.0,反彈,⏳ 觀望,工業
MYRG,348.25,68.62,54.35,-41.55,310.0,牛勢,⏳ 觀望,工業
MZTI,127.52,62.12,57.51,-30.53,125.0,止跌回升,⏳ 觀望,防禦性消費
NABL,5.18,51.09,61.71,-42.79,2.5,牛勢,⏳ 觀望,科技
NBHC,41.41,80.15,74.0,-25.47,45.0,逆轉,⏳ 觀望,金融
NBIX,128.05,53.8,60.47,-30.06,125.0,反彈,⏳ 觀望,醫療
NBR,90.68,61.19,67.2,-62.67,15.0,牛勢,⏳ 觀望,能源
NBTB,44.02,63.76,63.76,-25.45,40.0,逆轉,⏳ 觀望,金融
NDSN,283.55,67.9,63.09,-21.64,270.0,逆轉,⏳ 觀望,工業
NE,53.6,70.04,66.62,-40.84,20.0,牛勢,⏳ 觀望,能源
NEAR,50.75,84.62,59.34,-1.33,42.0,止跌回升,⏳ 觀望,指數基金
NEE,95.04,65.18,62.93,-23.96,75.0,逆轉,⏳ 觀望,公用事業
NEM,116.05,59.1,60.11,-45.55,100.0,牛勢,⏳ 觀望,原物料
NEO,8.8,66.84,71.64,-72.22,9.0,牛勢,⏳ 觀望,醫療
NEOG,9.45,71.7,68.52,-61.44,7.5,逆轉,⏳ 觀望,醫療
NEU,696.09,75.57,0.0,-31.04,710.0,牛勢,⏳ 觀望,Basic Materials
NFG,88.84,78.29,63.84,-19.39,85.0,逆轉,⏳ 觀望,能源
NFLU,28.2,44.6,65.24,-66.49,25.0,牛勢,⏳ 觀望,指數基金
NFLY,10.19,66.26,51.28,-27.32,10.0,逆轉,⏳ 觀望,指數基金
NGNE,27.04,65.13,72.15,-95.12,30.0,牛勢,⏳ 觀望,醫療
NHC,170.45,83.63,82.22,-30.17,175.0,牛勢,⏳ 觀望,醫療
NIC,148.11,50.02,60.86,-30.2,140.0,反彈,⏳ 觀望,金融
NICE,100.97,57.84,62.66,-42.42,85.0,反彈,⏳ 觀望,科技
NLY,22.85,56.64,64.29,-18.68,21.0,逆轉,⏳ 觀望,Real Estate
NMFC,8.15,72.97,73.62,-22.04,12.5,逆轉,⏳ 觀望,金融
NMR,7.76,55.31,63.44,-28.58,7.5,反彈,⏳ 觀望,金融
NNE,25.9,65.27,48.67,-94.14,21.0,牛勢,⏳ 觀望,工業
NNI,141.19,74.43,0.0,-20.75,150.0,逆轉,⏳ 觀望,金融
NOAH,10.4,72.6,0.0,-34.66,10.0,反彈,⏳ 觀望,金融
NOG,26.88,64.15,60.29,-44.8,20.0,逆轉,⏳ 觀望,能源
NOV,20.54,39.03,69.28,-37.28,14.0,逆轉,⏳ 觀望,能源
NOVT,132.99,54.42,69.24,-45.75,125.0,逆轉,⏳ 觀望,科技
NPO,293.29,66.44,46.21,-34.09,270.0,牛勢,⏳ 觀望,工業
NRIX,16.5,69.37,67.38,-61.52,15.0,牛勢,⏳ 觀望,醫療
NSA,43.32,60.67,55.97,-36.85,45.0,牛勢,⏳ 觀望,房地產
NSP,33.66,53.1,60.13,-63.05,20.0,牛勢,⏳ 觀望,工業
NTAP,108.44,82.51,82.72,-30.17,100.0,逆轉,⏳ 觀望,科技
NTCT,33.24,67.4,51.08,-28.11,25.0,牛勢,⏳ 觀望,科技
NTES,112.11,66.56,70.74,-31.24,105.0,止跌回升,⏳ 觀望,通訊
NTRA,204.38,56.56,62.49,-38.9,190.0,逆轉,⏳ 觀望,醫療
NTSX,56.6,39.05,89.38,-12.57,54.0,逆轉,⏳ 觀望,指數基金
NUS,7.47,64.72,63.87,-55.94,7.5,反彈,⏳ 觀望,防禦性消費
NUVB,4.65,69.1,56.76,-89.07,5.0,逆轉,⏳ 觀望,醫療
NUVL,104.04,71.83,60.58,-42.14,95.0,逆轉,⏳ 觀望,醫療
NVDW,42.66,64.21,0.0,-39.57,35.0,牛勢,⏳ 觀望,指數基金
NVMI,530.43,82.6,61.43,-49.6,460.0,牛勢,⏳ 觀望,科技
NVRI,19.35,60.27,64.8,-40.12,17.5,逆轉,⏳ 觀望,工業
NVST,26.76,62.84,53.1,-38.52,25.0,逆轉,⏳ 觀望,醫療
NWBI,13.5,64.71,60.51,-23.75,10.0,逆轉,⏳ 觀望,金融
NWL,4.18,66.38,52.88,-59.16,3.0,牛勢,⏳ 觀望,防禦性消費
NWPX,84.21,67.36,0.0,-35.58,95.0,牛勢,⏳ 觀望,原物料
NWS,29.98,86.6,86.58,-23.53,20.0,牛勢,⏳ 觀望,通訊
NWSA,26.4,65.03,65.02,-22.96,22.5,牛勢,⏳ 觀望,通訊
NXE,12.47,69.69,58.32,-51.91,10.0,牛勢,⏳ 觀望,能源
NXRT,26.37,76.31,0.0,-25.66,25.0,逆轉,⏳ 觀望,房地產
NXST,204.78,68.86,43.12,-33.64,160.0,牛勢,⏳ 觀望,通訊
NXT,122.5,46.17,60.57,-60.48,90.0,牛勢,⏳ 觀望,科技
NYT,80.18,64.33,69.58,-25.73,80.0,牛勢,⏳ 觀望,通訊
NZAC,36.83,61.33,0.0,-12.77,37.0,逆轉,⏳ 觀望,指數基金
O,62.9,66.09,64.54,-15.24,57.5,反彈,⏳ 觀望,Real Estate
OBK,46.51,65.52,65.02,-25.5,40.0,牛勢,⏳ 觀望,金融
OC,125.53,65.29,58.8,-35.68,100.0,牛勢,⏳ 觀望,工業
OCSL,12.35,78.57,63.57,-21.96,10.0,逆轉,⏳ 觀望,金融
OGS,88.02,70.83,68.52,-17.67,70.0,逆轉,⏳ 觀望,公用事業
OHI,46.68,81.01,71.93,-19.26,42.0,逆轉,⏳ 觀望,Real Estate
OI,10.6,69.19,60.24,-41.31,10.0,反彈,⏳ 觀望,消費
OIH,437.37,50.99,63.66,-29.33,400.0,牛勢,⏳ 觀望,指數基金
OII,38.01,47.68,69.95,-41.11,15.0,牛勢,⏳ 觀望,能源
OKE,87.73,70.83,71.37,-25.08,75.0,逆轉,⏳ 觀望,能源
OKTA,76.21,55.58,60.43,-44.62,70.0,牛勢,⏳ 觀望,科技
OLLI,91.91,65.16,63.35,-35.28,85.0,反彈,⏳ 觀望,Consumer Defensive
OLMA,15.3,60.27,63.84,-121.2,32.0,逆轉,⏳ 觀望,醫療
OMAB,110.93,73.77,0.0,-30.15,115.0,反彈,⏳ 觀望,工業
OMAH,18.24,80.55,74.38,-8.13,17.0,反彈,⏳ 觀望,指數基金
OMC,76.01,68.67,67.57,-33.53,75.0,逆轉,⏳ 觀望,通訊
OMCL,37.64,60.04,63.7,-48.49,60.0,牛勢,⏳ 觀望,醫療
OMER,14.81,69.37,55.36,-142.59,9.0,牛勢,⏳ 觀望,醫療
OMFL,65.05,67.43,58.83,-12.23,55.0,逆轉,⏳ 觀望,指數基金
ON,97.87,60.42,58.89,-51.37,97.0,牛勢,⏳ 觀望,科技
OPCH,27.92,55.28,66.65,-30.91,25.0,反彈,⏳ 觀望,醫療
OPLN,31.71,56.67,62.4,-31.82,22.5,牛勢,⏳ 觀望,消費
OPRA,16.9,64.57,58.43,-50.37,16.0,牛勢,⏳ 觀望,通訊
ORA,114.04,70.24,58.98,-27.77,100.0,逆轉,⏳ 觀望,公用事業
ORGO,2.38,58.27,69.34,-91.06,2.5,反彈,⏳ 觀望,醫療
ORI,40.24,86.8,72.61,-22.55,35.0,反彈,⏳ 觀望,金融
ORLA,14.4,66.09,49.55,-75.07,12.5,逆轉,⏳ 觀望,Basic Materials
ORRF,36.52,61.43,0.0,-26.34,35.0,逆轉,⏳ 觀望,金融
OSBC,20.38,50.81,69.05,-26.44,17.5,反彈,⏳ 觀望,金融
OSIS,291.0,73.97,67.44,-38.89,280.0,逆轉,⏳ 觀望,科技
OSK,148.01,82.1,71.78,-36.2,145.0,逆轉,⏳ 觀望,工業
OTEX,22.5,69.45,76.07,-33.46,22.5,逆轉,⏳ 觀望,科技
OTLY,11.87,63.17,0.0,-58.09,10.0,牛勢,⏳ 觀望,防禦性消費
OTTR,89.01,78.12,77.0,-22.37,85.0,反彈,⏳ 觀望,工業
OUST,27.09,68.77,64.27,-92.62,20.0,牛勢,⏳ 觀望,科技
OVID,2.7,61.9,46.36,-105.79,2.5,牛勢,⏳ 觀望,醫療
OVV,56.68,61.31,64.47,-35.45,28.0,牛勢,⏳ 觀望,能源
OWLT,5.25,78.59,56.13,-88.94,5.0,牛勢,⏳ 觀望,醫療
OXM,44.09,87.18,69.32,-64.18,35.0,牛勢,⏳ 觀望,消費
OZK,48.2,49.3,68.97,-24.92,45.0,逆轉,⏳ 觀望,金融
P,77.0,56.37,62.32,-62.54,55.0,牛勢,⏳ 觀望,科技
PAA,21.88,66.93,63.53,-19.11,17.0,逆轉,⏳ 觀望,能源
PACB,1.58,66.13,63.12,-86.07,6.0,牛勢,⏳ 觀望,醫療
PAG,160.14,80.81,79.98,-24.22,135.0,逆轉,⏳ 觀望,消費
PAGP,23.4,63.38,56.2,-18.97,15.0,逆轉,⏳ 觀望,能源
PALL,133.7,35.74,66.96,-49.77,120.0,反彈,⏳ 觀望,指數基金
PANW,182.57,62.92,51.11,-34.42,160.0,牛勢,⏳ 觀望,科技
PARR,64.39,60.29,42.27,-55.14,55.0,牛勢,⏳ 觀望,能源
PAVE,56.26,94.34,79.66,-18.15,40.87,逆轉,⏳ 觀望,指數基金
PAX,12.73,53.13,67.15,-27.58,12.5,逆轉,⏳ 觀望,金融
PAYC,123.92,65.69,62.34,-35.27,120.0,牛勢,⏳ 觀望,科技
PB,68.66,77.74,70.54,-23.16,65.0,逆轉,⏳ 觀望,金融
PBA,43.36,71.28,68.64,-18.96,35.0,反彈,⏳ 觀望,能源
PBD,20.39,91.29,0.0,-22.02,16.0,逆轉,⏳ 觀望,指數基金
PBW,37.34,60.39,40.43,-39.11,33.0,牛勢,⏳ 觀望,指數基金
PCAR,127.18,66.6,67.56,-25.13,120.0,逆轉,⏳ 觀望,工業
PCRX,25.57,78.31,65.85,-36.64,25.0,牛勢,⏳ 觀望,醫療
PD,6.8,60.61,50.12,-55.82,5.0,牛勢,⏳ 觀望,科技
PDBA,36.78,97.16,78.9,-10.22,25.0,反彈,⏳ 觀望,指數基金
PDLB,17.59,70.06,0.0,-23.18,20.0,逆轉,⏳ 觀望,金融
PDM,8.24,49.99,62.11,-36.06,7.5,牛勢,⏳ 觀望,Real Estate
PEBO,34.52,91.55,65.72,-23.1,30.0,逆轉,⏳ 觀望,金融
PENG,29.4,68.85,66.81,-52.05,10.0,牛勢,⏳ 觀望,科技
PEY,22.0,52.2,74.19,-14.16,19.0,反彈,⏳ 觀望,指數基金
PFBC,95.13,71.0,0.0,-25.35,85.0,逆轉,⏳ 觀望,金融
PFFA,21.52,68.78,62.35,-7.43,20.0,反彈,⏳ 觀望,指數基金
PFG,99.79,81.89,81.16,-22.24,70.0,逆轉,⏳ 觀望,金融
PFS,22.82,79.33,79.4,-26.79,25.0,逆轉,⏳ 觀望,金融
PFXF,18.64,61.68,58.56,-8.72,17.0,反彈,⏳ 觀望,指數基金
PGC,41.39,77.65,81.31,-32.17,25.0,牛勢,⏳ 觀望,金融
PGNY,18.41,75.59,63.69,-51.33,17.5,逆轉,⏳ 觀望,醫療
PGX,11.16,68.17,59.26,-6.23,11.0,止跌回升,⏳ 觀望,指數基金
PHAT,12.06,85.3,66.48,-101.79,5.0,逆轉,⏳ 觀望,醫療
PHIN,72.14,67.48,64.79,-28.43,72.5,逆轉,⏳ 觀望,消費
PHM,128.26,75.17,68.32,-33.09,120.0,逆轉,⏳ 觀望,消費
PHVS,28.55,72.98,72.65,-62.3,25.0,逆轉,⏳ 觀望,醫療
PI,122.21,48.86,67.12,-71.27,170.0,牛勢,⏳ 觀望,科技
PID,22.69,71.08,48.09,-9.19,24.0,止跌回升,⏳ 觀望,指數基金
PII,59.81,68.63,54.48,-54.09,50.0,牛勢,⏳ 觀望,消費
PINK,34.59,82.93,82.93,-18.67,33.0,反彈,⏳ 觀望,指數基金
PINS,20.41,63.9,63.33,-50.41,18.0,牛勢,⏳ 觀望,通訊
PIT,74.11,62.38,0.0,-20.61,62.0,牛勢,⏳ 觀望,指數基金
